INFO	Title	PCDC Data Model										
INFO	Name	pcdc_v2.0										
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/pcdc/pcdc_v2.0										
INFO	Used By	aml_v2.0, gct_v2.0, hl_v2.0, nbl_v2.0, nrsts_v2.0, rms_v2.0										
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)										
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/										
INFO	Description	Each disease group in the PCDC network uses a disease-specific data dictionary as the target schema for their data harmonization efforts. The PCDC data model is the full collection these consensus data elements.										
INFO	Total Variables	409										
												
RowType	VariableName	DataType	Tier	VariableSource	VariableDescription	VariableCode	PermissibleValue	ValueSource	ValueDescription	ValueCode	ImplementationNotes	Mappings
PD							TE20:BEP 4 Cycle/Selected 3 Day	gct_v2.0	Patients randomized with the following course sequence: 1) Bleomycin, etoposide and cisplatin (BEP) given 4 cycles over 3 selected days			
PD							HOD05: Experimental	hl_v2.0	Patients randomized with the following course sequence: 1) Adriamycin, vinblastine, cyclophosphamide, vincristine, bleomycin, etoposide, prednisone, GCSF			
PD							Arm A	nbl_v2.0				
PD							Arm B	nbl_v2.0				
PD							Arm C	nbl_v2.0				
PD							Arm D	nbl_v2.0				
PD							Arm E	nbl_v2.0				
PD							Regimen A	nbl_v2.0				
PD							Regimen B	nbl_v2.0				
PD							Assigned to Regimen B	nbl_v2.0				
PD							Randomized to Regimen B	nbl_v2.0				
PD							Baseline Treatment with 2 cycles	nbl_v2.0				
PD							Baseline Treatment with 4 cycles	nbl_v2.0				
PD							Baseline Treatment with 8 cycles	nbl_v2.0				
PD							Randomized conventional chemotherapy	nbl_v2.0				
PD							Non-randomized conventional chemotherapy	nbl_v2.0				
PD							Randomized to Single HSCT	nbl_v2.0				
PD							Non-randomly assigned Single HSCT	nbl_v2.0				
PD							Randomized to Tandem HSCT	nbl_v2.0				
PD							Randomized ablative chemotherapy with BMT	nbl_v2.0				
PD							Not Randomized	nbl_v2.0				
PD							R0	nbl_v2.0				
PD							R1	nbl_v2.0				
PD							R2	nbl_v2.0				
PD							R3	nbl_v2.0				
PD							cisRA	nbl_v2.0				
PD							No cisRA	nbl_v2.0				
PD							RA only	nbl_v2.0				
PD							RA+anti-GD2	nbl_v2.0				
PD							Purged	nbl_v2.0				
PD							Unpurged	nbl_v2.0				
PD							ARST0331:Regimen I	rms_v2.0	Patients received treatment in the following course sequence: 1) VAC chemotherapy comprising vincristine sulfate IV over 1 minute on day 1 of weeks 1-9 and dactinomycin IV over 1 minute and cyclophosphamide IV over 1 hour on day 1 of weeks 1, 4, 7, and 1; 2) VA chemotherapy comprising vincristine sulfate IV over 1 minute on day 1 of weeks 13-21 and dactinomycin IV over 1 minute on day 1 of weeks 13, 16, 19, and 22 (dactinomycin is omitted during radiation therapy); 3) Radiation therapy, 5 days a week, beginning on week 13 and continuing for 4-7 weeks, depending on prescribed dose.			
PD							ARST0331:Regimen II	rms_v2.0	Patients received treatment in the following course sequence: 1) VAC chemotherapy and radiation therapy as in regimen I; 2) VA chemotherapy comprising vincristine sulfate IV over 1 minute on day 1 of weeks 13-21, 25-33, and 37-45 and dactinomycin IV over 1 minute on day 1 of weeks 13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43, and 46 (dactinomycin is omitted during radiation therapy).			
PD							ARST0431:High Risk Rhabdomyosarcoma	rms_v2.0	Patients received treatment in the following course sequence: 1) Parameningeal (without intracranial extension) and paraspinal tumors receive chemotherapy starting Week 1 and begin radiation therapy at Week 20; 2) Weeks 1-6: vincristine sulfate and irinotecan hydrochloride; 3) Weeks 7-34: vincristine sulfate and irinotecan hydrochloride, Cyclophosphamide with MESNA, Doxorubicin hydrochloride, Etoposide, Ifosfamide with MESNA; 4) Weeks 35-54: vincristine sulfate, Dactinomycin, irinotecan hydrochloride and Cyclophosphamide with MESNA and Filgrastim; 5) Radiation therapy beginning at Week 20; 6) Second look conventional surgery: Surgical resection other than biopsy will be applicable for the majority of patients.			
PD							ARST0531:Arm I (Chemotherapy, Radiotherapy)	rms_v2.0	Patients randomized with the following course sequence: 1) VAC chemotherapy comprising vincristine IV over 1 minute on day 1 of weeks 1-13, 16, 19-25, 28, 31-37, and 40; 2) Dactinomycin IV over 1-5 minutes on day 1 of weeks 1, 4, 13, 16, 19, 22, 25, 28, 31, 34, 37,and 40; 3) Cyclophosphamide IV over 1 hour on day 1 of weeks 1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37, and 40; 4) Patients may also undergo radiotherapy 5 days a week for 4-6 weeks beginning in week 4.			
PD							ARST0531:Arm II (Chemotherapy, Radiotherapy)	rms_v2.0	Patients randomized with the following course sequence: 1) VAC chemotherapy alternating with VI chemotherapy comprising vincristine IV over 1 minute on day 1 of weeks 1-13, 16, 17, 19, 20, 22-26, 28, 31-34, 37, 38, and 40; 2) Dactinomycin IV over 1-5 minutes on day 1 of weeks 1, 13, 22, 28, 34, and 40; 3) Cyclophosphamide IV over 1 hour on day 1 of weeks 1,10, 13, 22, 28, 34, and 40; 4) Irinotecan hydrochloride IV over 1 hour on days 1-5 of weeks 4, 7, 16, 19, 25, 31, and 37; 5) Patients may also undergo radiotherapy 5 days a week for 4-6 weeks beginning in week 4.			
PD							ARST08P1:Group 1 (Chemotherapy, Radiation Therapy, Cixutumumab)	rms_v2.0	Patients randomized with the following course sequence: 1) Vincristine sulfate IV over 1 minute on day 1 of weeks 1-5, 7, 8, 11, 12, 15, 16, 20-24, 28, 29, 32, 33, 35, 38, 41-44, 47, 48, 50, and 51; 2) Irinotecan hydrochloride IV over 90 minutes on days 1-5 of weeks 1, 4, 20, 23, 47, and 50; 3) Ifosfamide IV over 1 hour and etoposide IV over 1-2 hours on days 1-5 of weeks 9, 13, 17, 26, and 30; 4) Doxorubicin hydrochloride IV over 1-15 minutes on days 1 and 2 of weeks 7, 11, 15, 28, and 32; 5) Cyclophosphamide IV over 30-60 minutes on day 1 of weeks 7, 11, 15, 28, 32, 35, 38, 41, and 44; 6) Dactinomycin IV over 1-5 minutes on day 1 of weeks 35, 38, 41, and 44; 7) Cixutumumab IV over 1 hour on day 1 of weeks 1-51; 8) Patients also undergo radiation therapy on days 1-5 of weeks 20-24.			
PD							D9602:Subgroup A	rms_v2.0	Patients received treatment in the following course sequence: 1) Vincristine plus dactinomycin (VA).			
PD							D9602:Subgroup B	rms_v2.0	Patients received treatment in the following course sequence: 1) Vincristine (VA) plus cyclophosphamide.			
PD							D9802	rms_v2.0	Patients randomized with the following course sequence: 1) Bevacizumab on day 1 or temsirolimus on days 1, 8, and 15 of each 21-day treatment cycle, together with vinorelbine on days 1 and 8, and cyclophosphamide on day 1 for a maximum of 12 cycles; 2) Local tumor control with surgery and/or radiation therapy was permitted after 6 weeks of treatment.			
PD							D9803	rms_v2.0	Patients randomized with the following course sequence: 1) Bevacizumab on day 1 or temsirolimus on days 1, 8, and 15 of each 21-day treatment cycle, together with vinorelbine on days 1 and 8, and cyclophosphamide on day 1 for a maximum of 12 cycles; 2) Local tumor control with surgery and/or radiation therapy was permitted after 6 weeks of treatment.			
PD							RMS2005	rms_v2.0	Patients randomized with the following course sequence: 1) 9 cycles of IVA +/− doxorubicin, surgery, and/or radiotherapy.			
PD							MTS2008	rms_v2.0	Patients received treatment in the following course sequence: 1) Four cycles of ifosfamide, vincristine, and actinomycin D (IVA) plus doxorubicin, five cycles of IVA, and 12 cycles of maintenance chemotherapy (low-dose cyclophosphamide and vinorelbine).			
PD							ICG RMS96	rms_v2.0	Patients received treatment in the following course sequence: 1) Radiation therapy (RT) 			
PD							RMS 4.99	rms_v2.0	Patients received treatment in the following course sequence: 1) Three cycles of initial standard chemotherapy; 2) One course of cyclophosphamide and etoposide to obtain peripheral blood stem cells (PBSC); 3) Three consecutive high-dose combinations followed by PBSC rescue; 4) Surgery and/or radiotherapy, after which a final maintenance treatment with six courses of vincristine, actinomycin D and cyclophosp.hamide was administered			
PD							CWS-IV-2002	rms_v2.0	Patients received treatment in the following course sequence: 1) Two courses of topotecan and carboplatin; 2) Two consecutive cycles of ifosfamide, vincristine, actinomycin D (I3VA), ifosfamide, vincristine, adriamycin (I3VAd), and TC			
PD							CWS2002P:LR	rms_v2.0	Patients received treatment in the following course sequence: 1) Vincristine (VCR), dactinomycin (ACTO-D)			
PD							CWS2002P:SR	rms_v2.0	Patients received treatment in the following course sequence: 1) Vincristine (VCR), dactinomycin (ACTO-D) and ifosfamide (IFO)			
PD							CWS2002P:HR	rms_v2.0	Patients received treatment in the following course sequence: 1) Vincristine (VCR), dactinomycin (ACTO-D), ifosfamide (IFO) and doxorubicin; 2) Low-dose cyclophosphamide and vinblastine maintenance therapy (MT) over 6 months.			
PD							CWS2002P:VHR	rms_v2.0	Patients received treatment in the following course sequence: 1) Vincristine (VCR), dactinomycin (ACTO-D), ifosfamide (IFO) and doxorubicin; 2) Low-dose cyclophosphamide and vinblastine maintenance therapy (MT) over 6 months.			
PD							CWS91	rms_v2.0	Patients received treatment in the following course sequence: 1) Etoposide, vincristine, dactinomycin, ifosfamide, and doxorubicin (EVAIA)			
PD							CWS96:High Dose Therapy (HDT)	rms_v2.0	Patients received treatment in the following course sequence: 1) Carboplatin, etoposide, vincristine, actinomycin D, ifosfamide, and epirubicin; 2) Cycle of thiotepa (600 mg/m2) plus cyclophosphamide (4,500 mg/m2) and melphalan (120 mg/m2) plus etoposide (1,800 mg/m2)			
PD							CWS96:Oral Maintenance Therapy (OMT)	rms_v2.0	Patients received treatment in the following course sequence: 1) Carboplatin, etoposide, vincristine, actinomycin D, ifosfamide, and epirubicin; 2) Four cycles trofosfamide (10 days 2 × 75 mg/m2/day) plus etoposide (10 days 2 × 25 mg/m2/day), and 4 cycles trofosfamide (10 days 2 × 75 mg/m2/day) plus idarubicin (10 days 4 × 5 mg/m2).			
PD							MMT95	rms_v2.0	Patients randomized with the following course sequence: 1) Ifosfamide, vincristine, and dactinomycin (IVA) or a six-drug combination (IVA plus carboplatin, epirubicin, and etoposide) both delivered over 27 weeks.			
VD	YEAR_AT_ENROLLMENT	Integer	n/a	gct_v2.0	The year at which a subject enrolled in a study.	ncit:C177353	_undefined_	_undefined_	_undefined_	_undefined_		
VD	AGE_AT_CENSOR_STATUS	Integer	n/a	gct_v2.0 | nbl_v2.0	The age (in days) of the subject at the time of the event censor status.		_undefined_	_undefined_	_undefined_	_undefined_		
VD	EFS_CENSOR_STATUS	Enum	n/a	gct_v2.0	The status of individuals in a study when their outcome (event occurrence or time to event) is censored or not censored at the time of analysis or data collection. Censoring occurs when an individual has not experienced the event of interest by the end of the study period or at the time of data analysis, often because they were lost to follow-up, withdrew from the study, or the study ended before the event could occur. In event-free survival analysis, these censored individuals are included in the analysis up to the point of censoring and are essential for estimating survival probabilities and analyzing the time to events.		_undefined_	_undefined_	_undefined_	_undefined_		
PD							Censored	gct_v2.0	The status of a participant or subject in a study whose event or outcome of interest has not yet occurred or has not been observed within the study's follow-up period. Censoring occurs when the event of interest has not happened to a participant by the end of the study or when they are lost to follow-up before the event occurs.	ncit:C118962		
PD							Not Censored	gct_v2.0	The patient has experienced the event of interest within the study period and has reached the endpoint being evaluated, such as disease progression, relapse, recurrence, or death, and their time to event can be accurately recorded and analyzed.			
PD							Unknown	gct_v2.0	Reported as unknown by the data contributor.	ncit:C17998		
PD							Not Reported	gct_v2.0	Not provided or available.	ncit:C43234		
VD	STUDY_PHASE	Enum	n/a	hl_v2.0	Clinical trials are broken into three or four phases: Phase I tests a new drug or treatment for safety in a small group; Phase II expands the study to a larger group of people; Phase III expands the study to an even larger group of people to measure whether the treatment actually benefits patients, and whether its benefits exceed its risks; and Phase IV takes place after the drug or treatment has been licensed and marketed.	ncit:C48281	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Pilot	hl_v2.0	The initial study examining a new method or treatment.	ncit:C15303		
PD							Phase 1	hl_v2.0	A clinical research protocol designed to test a new biomedical intervention in a small group of people for the first time. A Phase I trial can be to establish the toxicity of a new treatment with escalating intensity of the treatment administered and/or to determine the side effects of a new treatment for a particular indication in subjects.	ncit:C15600		
PD							Phase 2	hl_v2.0	A clinical research protocol designed to study a biomedical or behavioral intervention in a larger group of people (several hundred), to evaluate the drug's effectiveness for a particular indication in patients with the disease or condition under study, and to determine the common short-term side effects and risks associated with the intervention.	ncit:C15601		
PD							Phase 3	hl_v2.0	A clinical research protocol designed to investigate the efficacy of the biomedical or behavioral intervention in large groups of human subjects (from several hundred to several thousand), to confirm efficacy, to monitor adverse reactions to the new medication or treatment regimen with respect to long-term use and by comparing the intervention to other standard or experimental interventions as well as to a placebo.	ncit:C15602		
VD	STUDY_TYPE	Enum	n/a	hl_v2.0	The nature of the investigation or the investigational use for which clinical study is being done.	ncit:C142175	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Frontline Study	hl_v2.0	A clinical trial for previously untreated patients that studies the use of a first line of treatment.	ncit:C185306		
PD							Retrieval	hl_v2.0	A trial to assess the efficacy of reinduction therapy.	ncit:C185307		
VD	CENSOR_STATUS	Enum	n/a	nbl_v2.0 | nrsts_v2.0 | rms_v2.0	Censor Status		_undefined_	_undefined_	_undefined_	_undefined_		
PD							Subject is censored (i.e. has had no events(s))	nbl_v2.0 | nrsts_v2.0				
PD							Subject has had one or more events	nbl_v2.0 | nrsts_v2.0 | rms_v2.0				
PD							Unknown	nbl_v2.0 | nrsts_v2.0 | rms_v2.0				
PD							Not Reported	nbl_v2.0				
PD							Subject is censored (i.e. has had no events(s)	rms_v2.0				
												
												
TD	Time Period											
TG	Refer to each data dictionary for specific table implementation guidance											
VD	HONEST_BROKER_SUBJECT_ID	String	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | nbl_v2.0 | nrsts_v2.0 | rms_v2.0	The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_	_undefined_		
VD	SUBMITTER_ID	String	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | nbl_v2.0 | nrsts_v2.0 | rms_v2.0	An ID provided by the data contributor that identifies a unique time period and that is referenced throughout subsequent tabels in the TIME_PERIOD_SUBMITTER_ID variables.		_undefined_	_undefined_	_undefined_	_undefined_		
VD	PARENT_SUBMITTER_ID	String	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | nbl_v2.0 | nrsts_v2.0 | rms_v2.0	The SUBMITTER_ID of the time period in whose context a subsequent time period takes place. For example, multiple treatment courses occuring the "Initial Diagnosis" period would each reference the SUBMITTER_ID of the "Initial Diagnosis" period as their PARENT_SUBMITTER_ID.		_undefined_	_undefined_	_undefined_	_undefined_		
VD	TIME_PERIOD_TYPE	Enum	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | nbl_v2.0 | nrsts_v2.0 | rms_v2.0	The type of time period being reported.		_undefined_	_undefined_	_undefined_	_undefined_		
PD							Disease Phase	aml_v2.0 | gct_v2.0 | hl_v2.0 | nbl_v2.0 | nrsts_v2.0 | rms_v2.0	The stage or period of an individual's disease.	ncit:C168878		
PD							Course	aml_v2.0 | hl_v2.0 | nrsts_v2.0 | rms_v2.0	The type of protocol treatment course administered with respect to Course Timing.	ncit:C187095		
PD							Cycle	hl_v2.0	A planned and repeated course of chemotherapy treatment administered to a patient as part of their cancer therapy.			
VD	DISEASE_PHASE	Enum	n/a	aml_v2.0 | gct_v2.0 | hl_v2.0 | nbl_v2.0 | nrsts_v2.0 | rms_v2.0	The phase of the cancer treatment process during which relevant observations were recorded. This variable is used across domains to frame the timing of these longitudinal observations and reduce the number of redundant variables needed to report similar concepts (see "Disease Phase Timing and Course Table" in the documentation for additional guidance).	ncit:C168878	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Initial Diagnosis	aml_v2.0 | gct_v2.0 | hl_v2.0 | nbl_v2.0 | nrsts_v2.0 | rms_v2.0	The first diagnosis of the individual's condition.	ncit:C156813		
